	SPU_peptide	diadema.best
OG0000592	SPU_005546, SPU_009220	TRINITY_DN9031_c0_g1_i1.p1.p1, TRINITY_DN9031_c0_g1_i6.p1.p1
OG0000593	SPU_017145, SPU_017146, SPU_017148	TRINITY_DN17131_c0_g1_i8.p1.p1
OG0000594	SPU_002901, SPU_028158	TRINITY_DN13911_c0_g1_i1.p1.p1, TRINITY_DN3894_c0_g1_i7.p1.p1
OG0000595	SPU_021191, SPU_026384	TRINITY_DN49861_c0_g1_i1.p1.p1, TRINITY_DN9238_c6_g1_i6.p1.p1
OG0000596	SPU_016273	TRINITY_DN11814_c0_g1_i10.p2.p1, TRINITY_DN11814_c0_g1_i13.p1.p1, TRINITY_DN11814_c0_g1_i14.p1.p1
OG0000597	SPU_010583, SPU_025060, SPU_030026	TRINITY_DN379405_c0_g1_i1.p1.p2
OG0000598	SPU_006487	TRINITY_DN106088_c0_g1_i1.p1.p1, TRINITY_DN3460_c0_g1_i4.p1.p1, TRINITY_DN80879_c0_g1_i5.p1.p1
OG0000599	SPU_010006, SPU_010007	TRINITY_DN2470_c0_g1_i1.p1.p1, TRINITY_DN269004_c0_g1_i1.p1.p1
OG0000600	SPU_005781, SPU_027178	TRINITY_DN217967_c0_g1_i1.p1.p1, TRINITY_DN62201_c0_g2_i8.p2.p1
OG0000601	SPU_023974	TRINITY_DN1796_c1_g1_i1.p1.p1, TRINITY_DN1796_c1_g1_i1.p2.p2, TRINITY_DN1796_c1_g1_i2.p1.p1
OG0000602	SPU_027794, SPU_027797, SPU_027799	TRINITY_DN138496_c0_g1_i1.p1.p1
OG0000603	SPU_009147, SPU_018250	TRINITY_DN8716_c0_g1_i4.p1.p1, TRINITY_DN8716_c0_g1_i5.p1.p1
OG0000604	SPU_009423, SPU_024705	TRINITY_DN193611_c0_g1_i1.p1.p1, TRINITY_DN3590_c0_g1_i2.p4.p2
OG0000605	SPU_001355, SPU_009150	TRINITY_DN17240_c0_g1_i1.p1.p1, TRINITY_DN7245_c1_g1_i2.p1.p1
OG0000606	SPU_001408, SPU_025180, SPU_025181	TRINITY_DN49199_c0_g1_i2.p1.p1
OG0000607	SPU_008407	TRINITY_DN3795_c0_g1_i2.p1.p2, TRINITY_DN3795_c0_g1_i2.p2.p1, TRINITY_DN3795_c0_g1_i2.p3.p2
OG0000608	SPU_004282, SPU_011219	TRINITY_DN82760_c0_g1_i2.p1.p1, TRINITY_DN82760_c0_g1_i3.p1.p1
OG0000609	SPU_009755, SPU_010899	TRINITY_DN107040_c0_g1_i2.p1.p1, TRINITY_DN107040_c0_g1_i9.p1.p1
OG0000610	SPU_013052	TRINITY_DN109285_c0_g1_i1.p1.p1, TRINITY_DN212107_c0_g1_i1.p1.p1, TRINITY_DN28501_c0_g1_i1.p1.p1
OG0000611	SPU_001265, SPU_021798	TRINITY_DN14299_c0_g1_i12.p1.p1, TRINITY_DN14299_c0_g1_i2.p1.p1
OG0000612	SPU_007221, SPU_027885	TRINITY_DN5129_c0_g2_i4.p1.p1, TRINITY_DN884_c0_g1_i1.p1.p1
OG0000613	SPU_016679, SPU_023845	TRINITY_DN14407_c0_g1_i6.p1.p1, TRINITY_DN14407_c0_g1_i6.p2.p2
OG0000614	SPU_009217, SPU_016853	TRINITY_DN44962_c1_g1_i2.p1.p1, TRINITY_DN4739_c0_g1_i6.p2.p1
OG0000615	SPU_002876, SPU_013248	TRINITY_DN42393_c0_g1_i16.p1.p1, TRINITY_DN98098_c0_g1_i10.p1.p1
OG0000616	SPU_005848, SPU_024151	TRINITY_DN100291_c0_g1_i1.p1.p1, TRINITY_DN883_c3_g1_i1.p1.p1
OG0000617	SPU_014711, SPU_015647, SPU_019208	TRINITY_DN3936_c0_g1_i4.p1.p1
OG0000618	SPU_009048, SPU_014539	TRINITY_DN7614_c0_g1_i2.p1.p1, TRINITY_DN7614_c0_g1_i2.p2.p2
OG0000619	SPU_009477	TRINITY_DN4647_c0_g1_i1.p1.p1, TRINITY_DN4647_c0_g3_i1.p1.p1, TRINITY_DN4647_c1_g1_i7.p1.p1
OG0000620	SPU_010325, SPU_016033	TRINITY_DN13208_c0_g1_i9.p1.p1, TRINITY_DN233359_c0_g1_i1.p1.p1
OG0000621	SPU_025537	TRINITY_DN37415_c0_g2_i1.p2.p2, TRINITY_DN37415_c0_g2_i2.p1.p1, TRINITY_DN37415_c0_g2_i2.p2.p2
OG0000622	SPU_011806, SPU_015851	TRINITY_DN4050_c0_g1_i2.p1.p1, TRINITY_DN4050_c0_g1_i4.p2.p2
OG0000623	SPU_009283, SPU_014417	TRINITY_DN241_c0_g1_i5.p1.p1, TRINITY_DN241_c0_g1_i5.p3.p2
OG0000624	SPU_023856, SPU_025905	TRINITY_DN77_c0_g1_i2.p1.p1, TRINITY_DN8645_c0_g1_i1.p1.p1
OG0000625	SPU_004254, SPU_024578	TRINITY_DN72752_c0_g1_i6.p1.p1, TRINITY_DN89481_c1_g1_i3.p1.p1
OG0000626	SPU_007667, SPU_016904	TRINITY_DN23138_c1_g1_i1.p1.p1, TRINITY_DN25762_c0_g1_i1.p1.p1
OG0000627	SPU_020712	TRINITY_DN124221_c0_g1_i5.p1.p1, TRINITY_DN45030_c0_g1_i2.p1.p1, TRINITY_DN6601_c2_g1_i1.p1.p1
OG0000628	SPU_010307, SPU_021969	TRINITY_DN13612_c1_g1_i3.p1.p1, TRINITY_DN201_c0_g2_i2.p1.p1
OG0000629	SPU_018751	TRINITY_DN213959_c0_g1_i3.p1.p1, TRINITY_DN62053_c0_g1_i4.p1.p1, TRINITY_DN62053_c0_g1_i8.p1.p1
OG0000630	SPU_016934	TRINITY_DN6775_c0_g1_i1.p1.p1, TRINITY_DN6775_c0_g1_i2.p1.p1, TRINITY_DN6775_c0_g1_i3.p1.p1
OG0000631	SPU_005112, SPU_005663	TRINITY_DN7229_c0_g1_i3.p1.p1, TRINITY_DN7229_c0_g1_i5.p1.p1
OG0000632	SPU_008384, SPU_015198	TRINITY_DN14693_c0_g1_i8.p1.p1, TRINITY_DN57437_c0_g1_i5.p1.p1
OG0000633	SPU_009486	TRINITY_DN9037_c0_g1_i2.p1.p1, TRINITY_DN9037_c0_g1_i4.p1.p1, TRINITY_DN9037_c0_g1_i5.p1.p1
OG0000634	SPU_000311, SPU_022106	TRINITY_DN41812_c0_g1_i1.p1.p1, TRINITY_DN53803_c0_g1_i1.p1.p1
OG0000635	SPU_000317, SPU_015228	TRINITY_DN175167_c0_g2_i1.p1.p1, TRINITY_DN175167_c0_g3_i1.p1.p1
OG0000636	SPU_000365, SPU_023736	TRINITY_DN151621_c0_g1_i1.p1.p1, TRINITY_DN182534_c0_g1_i3.p1.p1
OG0000637	SPU_000443	TRINITY_DN28190_c0_g1_i5.p1.p1, TRINITY_DN50490_c0_g1_i1.p1.p1, TRINITY_DN79197_c0_g1_i7.p1.p1
OG0000638	SPU_000616	TRINITY_DN18106_c0_g1_i11.p1.p1, TRINITY_DN18106_c0_g1_i12.p1.p1, TRINITY_DN18106_c0_g1_i8.p1.p1
OG0000639	SPU_000724	TRINITY_DN14743_c0_g1_i1.p1.p1, TRINITY_DN285236_c0_g1_i1.p1.p1, TRINITY_DN83943_c0_g1_i1.p1.p1
OG0000640	SPU_000726, SPU_016330, SPU_027034	TRINITY_DN59486_c1_g1_i1.p1.p1
OG0000641	SPU_000803, SPU_012190, SPU_012191	TRINITY_DN78497_c0_g1_i2.p1.p1
OG0000642	SPU_000840, SPU_001502, SPU_019188	TRINITY_DN296367_c0_g1_i1.p1.p1
OG0000643	SPU_000857, SPU_026469, SPU_026951	TRINITY_DN96553_c0_g1_i1.p1.p1
OG0000644	SPU_000933, SPU_028080	TRINITY_DN252566_c0_g1_i1.p1.p1, TRINITY_DN279718_c0_g1_i1.p1.p1
OG0000645	SPU_000954, SPU_005200	TRINITY_DN152934_c0_g1_i1.p1.p1, TRINITY_DN43293_c0_g1_i1.p1.p1
OG0000646	SPU_001093, SPU_011573	TRINITY_DN5172_c4_g1_i1.p1.p1, TRINITY_DN5172_c4_g1_i3.p2.p2
OG0000647	SPU_001162, SPU_008790, SPU_022962	TRINITY_DN106097_c0_g1_i1.p1.p1
OG0000648	SPU_001602, SPU_013970, SPU_019452, SPU_019841	
OG0000649	SPU_001606, SPU_024136	TRINITY_DN11456_c1_g1_i6.p1.p1, TRINITY_DN11456_c1_g1_i6.p2.p2
OG0000650	SPU_001647, SPU_015446	TRINITY_DN29934_c0_g1_i1.p1.p1, TRINITY_DN29934_c0_g1_i1.p2.p2
OG0000651	SPU_001652, SPU_012823	TRINITY_DN12932_c0_g1_i24.p1.p1, TRINITY_DN7441_c0_g1_i7.p1.p1
OG0000652	SPU_001705, SPU_015629, SPU_022168	TRINITY_DN22872_c4_g1_i2.p1.p1
OG0000653	SPU_001742, SPU_006636	TRINITY_DN16083_c0_g1_i4.p1.p1, TRINITY_DN17093_c0_g1_i3.p1.p1
OG0000654	SPU_001868, SPU_001869, SPU_020113	TRINITY_DN8757_c0_g1_i5.p1.p1
OG0000655	SPU_001870, SPU_020114, SPU_020115	TRINITY_DN2984_c0_g1_i4.p1.p1
OG0000656	SPU_001901, SPU_003549, SPU_005144	TRINITY_DN374453_c0_g1_i1.p1.p1
OG0000657	SPU_002009	TRINITY_DN1877_c0_g1_i10.p1.p1, TRINITY_DN1877_c0_g1_i3.p1.p1, TRINITY_DN19902_c0_g1_i4.p1.p1
OG0000658	SPU_002016, SPU_020824, SPU_025216	TRINITY_DN179688_c0_g1_i1.p1.p1
OG0000659	SPU_002077, SPU_006902, SPU_022959	TRINITY_DN40205_c0_g1_i3.p1.p1
OG0000660	SPU_002108, SPU_002109	TRINITY_DN10978_c1_g1_i1.p1.p1, TRINITY_DN84270_c0_g1_i3.p1.p1
OG0000661	SPU_002134, SPU_019784, SPU_028582	TRINITY_DN269507_c0_g1_i1.p1.p1
OG0000662	SPU_002313	TRINITY_DN74540_c0_g1_i1.p1.p1, TRINITY_DN74540_c0_g1_i2.p1.p1, TRINITY_DN74540_c0_g1_i3.p1.p1
OG0000663	SPU_002401, SPU_021155	TRINITY_DN21037_c0_g1_i2.p1.p1, TRINITY_DN21037_c1_g1_i2.p1.p1
OG0000664	SPU_002405, SPU_023944	TRINITY_DN122252_c0_g1_i1.p1.p1, TRINITY_DN15638_c0_g1_i3.p1.p1
OG0000665	SPU_002532	TRINITY_DN24061_c0_g1_i1.p1.p1, TRINITY_DN24061_c0_g1_i4.p1.p1, TRINITY_DN24061_c0_g1_i6.p1.p1
OG0000666	SPU_002582, SPU_007103, SPU_007104	TRINITY_DN253780_c0_g1_i3.p1.p1
OG0000667	SPU_002640, SPU_021321	TRINITY_DN44255_c0_g1_i1.p1.p2, TRINITY_DN44696_c0_g1_i2.p1.p1
OG0000668	SPU_002652, SPU_010194, SPU_024692	TRINITY_DN208382_c1_g1_i3.p1.p1
OG0000669	SPU_002704, SPU_023384, SPU_023385	TRINITY_DN354866_c0_g1_i1.p1.p1
OG0000670	SPU_002726, SPU_026053	TRINITY_DN28351_c0_g1_i1.p1.p2, TRINITY_DN5546_c0_g1_i3.p1.p1
OG0000671	SPU_002729, SPU_022782, SPU_028303	TRINITY_DN12630_c0_g1_i8.p1.p1
OG0000672	SPU_002731, SPU_012965	TRINITY_DN15555_c0_g1_i10.p1.p1, TRINITY_DN15555_c0_g1_i12.p1.p1
OG0000673	SPU_002837, SPU_002838	TRINITY_DN766_c0_g1_i9.p1.p1, TRINITY_DN766_c0_g2_i1.p1.p1
OG0000674	SPU_003036, SPU_020048	TRINITY_DN107475_c0_g1_i2.p1.p1, TRINITY_DN93607_c0_g1_i8.p1.p1
OG0000675	SPU_003051, SPU_010898, SPU_022891	TRINITY_DN37111_c0_g1_i3.p1.p1
OG0000676	SPU_003088, SPU_023766	TRINITY_DN26908_c0_g1_i4.p1.p1, TRINITY_DN50462_c0_g1_i2.p1.p1
OG0000677	SPU_003181	TRINITY_DN104039_c0_g1_i15.p1.p1, TRINITY_DN104039_c0_g1_i4.p1.p1, TRINITY_DN104039_c0_g1_i6.p1.p1
OG0000678	SPU_003274, SPU_004411	TRINITY_DN8519_c0_g1_i1.p1.p1, TRINITY_DN8519_c0_g1_i1.p2.p2
OG0000679	SPU_003309, SPU_016384, SPU_016389	TRINITY_DN19165_c0_g1_i2.p1.p1
OG0000680	SPU_003323, SPU_004991, SPU_023684	TRINITY_DN38611_c0_g1_i4.p1.p1
OG0000681	SPU_003469, SPU_014042	TRINITY_DN168665_c0_g1_i2.p1.p1, TRINITY_DN52217_c0_g1_i1.p2.p2
OG0000682	SPU_003503	TRINITY_DN102766_c0_g1_i1.p1.p1, TRINITY_DN178419_c0_g1_i1.p1.p1, TRINITY_DN225259_c0_g1_i1.p1.p1
OG0000683	SPU_003668, SPU_026784, SPU_026785	TRINITY_DN6929_c1_g1_i1.p1.p1
OG0000684	SPU_003690, SPU_012483	TRINITY_DN19152_c0_g1_i6.p1.p1, TRINITY_DN19152_c0_g1_i6.p2.p2
OG0000685	SPU_003856, SPU_005818	TRINITY_DN11313_c0_g1_i3.p1.p1, TRINITY_DN3169_c3_g1_i2.p1.p1
OG0000686	SPU_003978	TRINITY_DN15931_c0_g1_i1.p1.p3, TRINITY_DN15931_c0_g1_i2.p2.p1, TRINITY_DN15931_c0_g1_i3.p1.p2
OG0000687	SPU_004055	TRINITY_DN406547_c0_g1_i1.p1.p1, TRINITY_DN8729_c0_g1_i3.p1.p1, TRINITY_DN8729_c0_g1_i7.p1.p1
OG0000688	SPU_004166, SPU_025610	TRINITY_DN29088_c1_g1_i2.p1.p1, TRINITY_DN5136_c1_g1_i1.p1.p1
OG0000689	SPU_004192, SPU_022088	TRINITY_DN38321_c0_g1_i12.p1.p1, TRINITY_DN38321_c0_g1_i9.p1.p1
OG0000690	SPU_004316, SPU_009207, SPU_028333	TRINITY_DN76507_c0_g1_i2.p1.p1
OG0000691	SPU_004335, SPU_004336, SPU_022689	TRINITY_DN209805_c0_g1_i1.p1.p1
OG0000692	SPU_004338, SPU_018003	TRINITY_DN20978_c0_g1_i1.p1.p1, TRINITY_DN34928_c0_g1_i2.p1.p1
OG0000693	SPU_004384, SPU_005880	TRINITY_DN6630_c0_g1_i2.p1.p1, TRINITY_DN76510_c0_g1_i2.p1.p1
OG0000694	SPU_004396, SPU_027678, SPU_027679	TRINITY_DN147678_c0_g1_i1.p1.p1
OG0000695	SPU_004470, SPU_013891	TRINITY_DN69551_c0_g1_i3.p1.p1, TRINITY_DN69551_c0_g1_i5.p1.p1
OG0000696	SPU_004539, SPU_013994, SPU_023482	TRINITY_DN410361_c0_g1_i1.p1.p1
OG0000697	SPU_004826, SPU_019489	TRINITY_DN24928_c0_g1_i4.p1.p1, TRINITY_DN30765_c1_g1_i2.p1.p1
OG0000698	SPU_004831, SPU_007565, SPU_021675	TRINITY_DN237105_c0_g1_i1.p1.p1
OG0000699	SPU_004956, SPU_005130, SPU_021863	TRINITY_DN150736_c0_g1_i2.p1.p1
OG0000700	SPU_004963, SPU_024893	TRINITY_DN4410_c0_g1_i1.p1.p1, TRINITY_DN4410_c0_g1_i4.p1.p1
OG0000701	SPU_004993, SPU_027003	TRINITY_DN21107_c0_g1_i3.p1.p1, TRINITY_DN21107_c0_g1_i5.p1.p1
OG0000702	SPU_005029, SPU_021098	TRINITY_DN4846_c0_g1_i4.p1.p1, TRINITY_DN4846_c0_g1_i5.p1.p1
OG0000703	SPU_005038	TRINITY_DN646_c0_g2_i5.p1.p1, TRINITY_DN70643_c0_g1_i1.p1.p1, TRINITY_DN96381_c0_g1_i2.p1.p1
OG0000704	SPU_005081, SPU_013625, SPU_021002	TRINITY_DN118886_c0_g1_i1.p1.p1
OG0000705	SPU_005093, SPU_025653	TRINITY_DN5084_c0_g1_i5.p1.p1, TRINITY_DN5084_c0_g2_i1.p1.p1
OG0000706	SPU_005128, SPU_006179, SPU_006182	TRINITY_DN365558_c0_g1_i1.p1.p1
OG0000707	SPU_005146	TRINITY_DN20370_c0_g1_i1.p1.p1, TRINITY_DN20370_c0_g1_i11.p1.p1, TRINITY_DN20370_c0_g1_i14.p1.p1
OG0000708	SPU_005165, SPU_007378, SPU_014842	TRINITY_DN131890_c0_g1_i2.p1.p1
OG0000709	SPU_005328, SPU_025742	TRINITY_DN19397_c0_g1_i1.p3.p2, TRINITY_DN97809_c0_g1_i4.p1.p1
OG0000710	SPU_005361, SPU_014267	TRINITY_DN10857_c1_g1_i4.p1.p1, TRINITY_DN10857_c1_g1_i6.p1.p1
OG0000711	SPU_005377, SPU_016497	TRINITY_DN15742_c1_g1_i7.p1.p1, TRINITY_DN15742_c1_g1_i7.p3.p2
OG0000712	SPU_005379, SPU_005380, SPU_005381	TRINITY_DN63220_c0_g1_i4.p1.p1
OG0000713	SPU_005468	TRINITY_DN45397_c0_g1_i2.p2.p1, TRINITY_DN98632_c0_g1_i1.p1.p3, TRINITY_DN98632_c0_g1_i2.p1.p1
OG0000714	SPU_005489, SPU_023139	TRINITY_DN2415_c0_g1_i2.p1.p1, TRINITY_DN312359_c0_g1_i1.p1.p1
OG0000715	SPU_005510	TRINITY_DN387932_c0_g1_i1.p1.p1, TRINITY_DN67826_c0_g1_i7.p1.p1, TRINITY_DN74636_c0_g1_i4.p1.p1
OG0000716	SPU_005568, SPU_007458	TRINITY_DN14047_c0_g1_i1.p1.p1, TRINITY_DN33438_c0_g1_i1.p1.p1
OG0000717	SPU_005573, SPU_022978	TRINITY_DN68788_c0_g1_i3.p1.p1, TRINITY_DN68788_c0_g1_i4.p1.p1
OG0000718	SPU_005587, SPU_024367, SPU_024368	TRINITY_DN107475_c1_g1_i1.p1.p1
OG0000719	SPU_005596, SPU_018501	TRINITY_DN163119_c0_g1_i1.p1.p1, TRINITY_DN284203_c0_g1_i1.p1.p1
OG0000720	SPU_005640, SPU_018341	TRINITY_DN5634_c0_g1_i4.p1.p1, TRINITY_DN5634_c0_g1_i4.p2.p2
OG0000721	SPU_005892, SPU_009525	TRINITY_DN24688_c0_g1_i3.p1.p1, TRINITY_DN3113_c0_g1_i5.p1.p1
OG0000722	SPU_005928, SPU_009791, SPU_011208	TRINITY_DN68120_c0_g1_i4.p1.p1
OG0000723	SPU_006007, SPU_011468	TRINITY_DN16587_c0_g1_i1.p1.p1, TRINITY_DN22703_c0_g2_i5.p1.p1
OG0000724	SPU_006145, SPU_023254	TRINITY_DN6502_c0_g1_i1.p2.p1, TRINITY_DN6502_c0_g1_i2.p1.p1
OG0000725	SPU_006194, SPU_016474	TRINITY_DN202510_c0_g1_i1.p1.p1, TRINITY_DN92516_c0_g1_i1.p2.p1
OG0000726	SPU_006222, SPU_006223, SPU_027886	TRINITY_DN56620_c0_g1_i5.p1.p1
OG0000727	SPU_006240, SPU_006246, SPU_006247	TRINITY_DN39047_c0_g1_i6.p1.p1
OG0000728	SPU_006293, SPU_014955	TRINITY_DN133280_c0_g1_i8.p2.p1, TRINITY_DN251651_c0_g1_i1.p1.p1
OG0000729	SPU_006344	TRINITY_DN26219_c0_g1_i1.p1.p1, TRINITY_DN26219_c0_g1_i1.p2.p2, TRINITY_DN26219_c0_g1_i1.p3.p2
OG0000730	SPU_006434	TRINITY_DN44462_c0_g1_i2.p1.p1, TRINITY_DN56011_c0_g2_i5.p1.p1, TRINITY_DN69230_c0_g1_i8.p1.p1
OG0000731	SPU_006516	TRINITY_DN141179_c0_g1_i1.p1.p1, TRINITY_DN349392_c0_g1_i1.p1.p1, TRINITY_DN41176_c1_g3_i2.p1.p1
OG0000732	SPU_006601, SPU_006620, SPU_010639	TRINITY_DN16591_c0_g1_i2.p2.p2
OG0000733	SPU_006715, SPU_010867, SPU_011544	TRINITY_DN150244_c0_g1_i2.p1.p1
OG0000734	SPU_006757, SPU_006758, SPU_018368	TRINITY_DN21878_c0_g1_i2.p1.p1
OG0000735	SPU_006953, SPU_006954	TRINITY_DN405041_c0_g1_i1.p1.p1, TRINITY_DN4415_c1_g1_i3.p1.p1
OG0000736	SPU_006969	TRINITY_DN33413_c0_g1_i7.p1.p1, TRINITY_DN33413_c0_g1_i8.p1.p1, TRINITY_DN33413_c0_g1_i9.p1.p1
OG0000737	SPU_007073, SPU_027557	TRINITY_DN15795_c0_g1_i1.p1.p1, TRINITY_DN54596_c0_g1_i1.p1.p1
OG0000738	SPU_007117, SPU_020695	TRINITY_DN5516_c0_g1_i1.p1.p1, TRINITY_DN5516_c0_g2_i2.p1.p1
OG0000739	SPU_007268	TRINITY_DN25303_c0_g1_i2.p1.p1, TRINITY_DN39814_c0_g1_i3.p1.p1, TRINITY_DN9673_c0_g1_i1.p1.p1
OG0000740	SPU_007325	TRINITY_DN16174_c0_g1_i5.p1.p1, TRINITY_DN67321_c0_g1_i2.p1.p1, TRINITY_DN73497_c0_g1_i1.p1.p1
OG0000741	SPU_007447, SPU_009285, SPU_017330	TRINITY_DN20362_c0_g1_i3.p1.p1
OG0000742	SPU_007609, SPU_024855	TRINITY_DN23063_c0_g1_i2.p2.p1, TRINITY_DN88767_c0_g1_i2.p1.p1
OG0000743	SPU_007647, SPU_027471	TRINITY_DN69580_c0_g1_i1.p1.p1, TRINITY_DN69580_c0_g1_i2.p2.p2
OG0000744	SPU_008097, SPU_018119	TRINITY_DN9504_c1_g1_i1.p1.p1, TRINITY_DN9504_c1_g2_i1.p1.p1
OG0000745	SPU_008222, SPU_026607	TRINITY_DN48266_c0_g1_i1.p1.p1, TRINITY_DN517_c0_g1_i2.p1.p1
OG0000746	SPU_008356, SPU_008357	TRINITY_DN49388_c0_g1_i1.p1.p2, TRINITY_DN6981_c0_g1_i4.p1.p1
OG0000747	SPU_008484	TRINITY_DN10277_c0_g1_i10.p1.p1, TRINITY_DN10277_c0_g1_i12.p1.p1, TRINITY_DN10277_c0_g1_i9.p1.p1
OG0000748	SPU_008559	TRINITY_DN13111_c0_g1_i2.p1.p1, TRINITY_DN16474_c0_g1_i7.p1.p1, TRINITY_DN20981_c0_g1_i4.p1.p1
OG0000749	SPU_008751	TRINITY_DN131932_c1_g2_i2.p1.p1, TRINITY_DN48560_c0_g2_i1.p1.p1, TRINITY_DN48782_c0_g1_i1.p1.p1
OG0000750	SPU_008843, SPU_011862	TRINITY_DN14213_c1_g1_i4.p1.p1, TRINITY_DN14213_c1_g1_i4.p2.p2
OG0000751	SPU_008941, SPU_014990, SPU_019014	TRINITY_DN62262_c0_g1_i2.p1.p1
OG0000752	SPU_008961, SPU_012788	TRINITY_DN4198_c0_g1_i2.p1.p1, TRINITY_DN4198_c0_g1_i3.p1.p1
OG0000753	SPU_009371	TRINITY_DN1496_c1_g1_i1.p1.p1, TRINITY_DN36913_c0_g1_i1.p1.p1, TRINITY_DN92864_c0_g1_i1.p1.p1
OG0000754	SPU_009418, SPU_009598, SPU_022084	TRINITY_DN149378_c0_g1_i2.p1.p1
OG0000755	SPU_009573	TRINITY_DN1449_c0_g1_i10.p1.p1, TRINITY_DN1739_c0_g1_i3.p2.p1, TRINITY_DN275683_c0_g1_i1.p1.p1
OG0000756	SPU_009633, SPU_011615	TRINITY_DN130789_c0_g1_i1.p1.p1, TRINITY_DN70533_c0_g1_i1.p1.p1
OG0000757	SPU_009739, SPU_023906	TRINITY_DN16674_c0_g1_i2.p1.p1, TRINITY_DN7487_c0_g1_i5.p1.p1
OG0000758	SPU_009740, SPU_011586	TRINITY_DN10749_c0_g1_i1.p1.p1, TRINITY_DN36836_c0_g1_i3.p1.p1
OG0000759	SPU_009780, SPU_012457	TRINITY_DN30771_c0_g1_i3.p1.p1, TRINITY_DN8066_c0_g1_i9.p1.p1
OG0000760	SPU_009907, SPU_014971, SPU_019264	TRINITY_DN357858_c0_g1_i1.p1.p1
OG0000761	SPU_009959, SPU_009960, SPU_023356	TRINITY_DN43764_c0_g1_i1.p1.p1
OG0000762	SPU_010015, SPU_021396, SPU_024511	TRINITY_DN15150_c0_g1_i1.p1.p1
OG0000763	SPU_010024, SPU_012504	TRINITY_DN1409_c0_g1_i5.p1.p1, TRINITY_DN7954_c0_g1_i4.p1.p1
OG0000764	SPU_010038, SPU_014570, SPU_016430	TRINITY_DN66196_c0_g1_i6.p1.p1
OG0000765	SPU_010198	TRINITY_DN26963_c0_g1_i1.p1.p1, TRINITY_DN54590_c0_g1_i1.p2.p2, TRINITY_DN8347_c1_g1_i1.p2.p2
OG0000766	SPU_010243, SPU_010244	TRINITY_DN2412_c0_g1_i10.p2.p1, TRINITY_DN6826_c0_g1_i2.p1.p1
OG0000767	SPU_010286, SPU_016151, SPU_025409	TRINITY_DN157861_c0_g1_i1.p1.p1
OG0000768	SPU_010331	TRINITY_DN981_c0_g1_i11.p2.p2, TRINITY_DN981_c0_g1_i3.p2.p2, TRINITY_DN981_c0_g1_i4.p1.p1
OG0000769	SPU_010498	TRINITY_DN13328_c0_g1_i3.p1.p1, TRINITY_DN13328_c0_g1_i5.p4.p2, TRINITY_DN55867_c0_g1_i1.p1.p1
OG0000770	SPU_010975	TRINITY_DN3318_c0_g1_i13.p1.p1, TRINITY_DN3318_c0_g1_i2.p1.p1, TRINITY_DN3318_c0_g1_i9.p1.p1
OG0000771	SPU_010979	TRINITY_DN6591_c0_g1_i1.p1.p1, TRINITY_DN6591_c0_g1_i2.p1.p1, TRINITY_DN6591_c0_g1_i6.p1.p1
OG0000772	SPU_011006, SPU_027910	TRINITY_DN19397_c0_g1_i1.p1.p1, TRINITY_DN19397_c0_g1_i5.p1.p1
OG0000773	SPU_011236, SPU_011237	TRINITY_DN115221_c0_g1_i1.p1.p1, TRINITY_DN52681_c0_g1_i1.p1.p1
OG0000774	SPU_011287, SPU_020889	TRINITY_DN269_c0_g1_i1.p1.p1, TRINITY_DN269_c0_g1_i4.p1.p1
OG0000775	SPU_011330, SPU_011936, SPU_024879	TRINITY_DN383436_c0_g1_i1.p1.p1
OG0000776	SPU_011427, SPU_025279	TRINITY_DN14053_c0_g1_i2.p1.p1, TRINITY_DN14053_c0_g1_i2.p2.p2
OG0000777	SPU_011507	TRINITY_DN2393_c0_g1_i12.p1.p1, TRINITY_DN2393_c0_g1_i8.p1.p1, TRINITY_DN2393_c0_g1_i9.p1.p1
OG0000778	SPU_011549	TRINITY_DN296076_c0_g1_i1.p1.p1, TRINITY_DN41618_c0_g1_i5.p1.p1, TRINITY_DN92127_c1_g1_i2.p1.p1
OG0000779	SPU_011628	TRINITY_DN347492_c0_g1_i1.p1.p1, TRINITY_DN54549_c0_g1_i1.p1.p1, TRINITY_DN93124_c0_g1_i1.p1.p1
OG0000780	SPU_011738	TRINITY_DN43777_c0_g1_i1.p1.p1, TRINITY_DN43777_c0_g1_i4.p1.p1, TRINITY_DN52017_c0_g1_i1.p1.p1
OG0000781	SPU_011854, SPU_026445, SPU_026446	TRINITY_DN63_c1_g1_i4.p1.p1
OG0000782	SPU_011861	TRINITY_DN864_c0_g1_i11.p1.p1, TRINITY_DN864_c0_g1_i7.p1.p1, TRINITY_DN864_c0_g1_i9.p1.p1
OG0000783	SPU_011890	TRINITY_DN78613_c0_g1_i14.p1.p1, TRINITY_DN78613_c0_g1_i4.p1.p1, TRINITY_DN78613_c0_g1_i8.p1.p1
OG0000784	SPU_012013	TRINITY_DN62035_c1_g1_i2.p1.p1, TRINITY_DN69141_c0_g1_i10.p1.p1, TRINITY_DN69141_c0_g1_i6.p1.p1
OG0000785	SPU_012066, SPU_028741	TRINITY_DN2400_c0_g1_i6.p1.p1, TRINITY_DN25790_c0_g1_i6.p1.p1
OG0000786	SPU_012182, SPU_022228	TRINITY_DN35415_c0_g2_i1.p1.p1, TRINITY_DN35415_c0_g2_i1.p2.p2
